42;DO FAROL MARAVILHOSO;;"Do farol maravilhoso,
Raia a graça do Senhor       ;
E nas trevas, guia os barcos,
Pelas vagas do amor.

CORO
Façamos brilhar, das margens,
A claridade dos céus          ;
E que os barcos, a deriva,
Entrem no porto de Deus

Pelos ventos, agitados,
Desta mar em confusão    ;
Com temor, os peregrinos,
Buscam calma mansão.

Não, os barcos em perigos,
Já não temem sua sorte      ;
Pois, aos barcos extraviados,
O farol indica o norte
"
43;EIS QUÃO GRANDE AMOR;;"Eis quão grande amor,
Que Deus nos tem concedido   ;
Para que fôssemos chamados,
Filhos de Deus, O mais
Altíssimo

CORO
Nós somos da geração eleita,
Nós somos da Nação Santa     ;
Nós somos Sacerdócio Real,
Pertencemos à Família de
Deus.
"
44;EM BREVE VIRA;;"Em breve vira (8X)
Jesus em breve vira

Ata vuya swoswi (8X)
Hosi Yesu ata vuya swoswi."
45;EM JESUS;;"Em Jesus, vivendo cada dia,
Em Jesus, eu tenho alegria!
Em Jesus, Oh, doce harmonia!
Em Jesus, desfruto a paz de
Deus!

Em Jesus, na Rocha inabalável,
Em Jesus, no Homem
incomparável!
Em Jesus, no Deus tão
adorável!
Em Jesus, eu tenho salvação

Em Jesus, a graça é infinita,
Em Jesus, não temo o mal e a
morte,
Em Jesus, o meu barco ruma ao
norte                           ;
Em Jesus, eu sempre hei-de
vencer!
"
46;ESTOU SEGURO;;"Estou seguro, não tenho motivo
para me preocupar               ;
Pois, estou seguro na mão de
Cristo,
Ele nunca me poderá
abandonar                       ;
Ele é fiel, Jesus é fiel,
E nunca falhara, Ele é Deus    ;
Não é homem para quem
duvidar.

CORO
Estou seguro como João
Que um ladrão não pode roubar
Pois, estou seguro
Na mão de Cristo.
"
47;EU PERDIDO;;"Eu perdido pecador,
Longe do meu Jesus,
Já me achava sem vigor,
Apareceu Sua Luz,
Meu estado, Cristo viu,
Dando-me a sua mão,
E salvar-me consegui da
perdição.

CORO
Cristo me amou, e me livrou,
O seu imenso amor, me
transformou,
Foi o Seu poder, o Seu querer,
Sim Cristo, o Salvador, me
transformou.

Minha vida, todo o meu ser,
Quero-lhe consagrar         ;
Ao lado vou viver,
Seu amor cantar,
A mensagem transmitir,
Ao que, perdidos são,
Venham todos, já fruir a
salvação.
"
48;EU SINTO DEUS;;"No entardecer,
No por do sol,
Na brisa leve,
Eu sinto Deus,
Na Penumbra,
De uma noite
Silenciosa,
Eu sinto Deus.
CORO

Eu sinto Deus
Sinto sua mão
O seu olhar
A me guardar. (2X)

Deus soberano,
Omnipotente,
Criaste todo
O Universo
Todo o poder,
No céu e na terra,
É dado à Ti,
Somente à Ti."
49;EU SOU OVELHA DE JESUS;;"Eu sou ovelha de Jesus,
`A água viva Ele me conduz       ;
Meu Bom Pastor na vida,
Dá-me confortamente comida       ;
A sua voz, me chama `a mim,
Seu carrinho não tem o fim. (2X)"
50;EU SOU TEMPLO;;"Eu sou templo (3X)
Sim, sou templo onde habita
Deus.
CORO
Onde há poder,
Há louvor e há glória, (3X)
Sim, sou templo onde habita
Deus."
51;EXULTAÇÃO;;"A Deus, demos glórias, com
grande fervor,
Seu Filho Bendito, por nós
todos deu                      ;
A graça concede ao mais vil
pecador,
Abrindo-lhe a porta de entrada
no céu.

CORO
Exultar, Exultai! Vinde todos
louvar
À Jesus, Salvador, a Jesus,
Redentor                          ;
À Deus, demos glória,
porquanto do céu,
Seu filho bendito, por nós todos
deu.

Oh, graça real, foi assim que
Jesus,
Morrendo, seu sangue, por
nósderramou                   ;
Herança nos céus, com os
santos em Luz,
Comprou-nos Jesus, pois, o
preço pagou.

A crer, nos convida, tal rasgo de
amor,
Nos merecimentos do filho de
Deus                              ;
E quem, pois, confia no seu
Salvador,

Vai vê-losentado na glória dos
céus.
"
